timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1140,3.8786,8.1594,4.0151,-1.0014,0.5532,1.7291
1160,3.8762,7.9703,4.4508,-0.7312,0.7194,1.5015
1180,5.1834,7.1251,4.9033,-0.5929,0.8252,1.3739
1200,6.6535,6.6726,5.3534,-0.651,0.8247,1.7512
1220,6.4883,5.3917,5.4157,-0.7186,0.6981,2.1245
1240,6.0501,4.1994,5.612,-0.8084,0.6352,2.0043
1260,6.3949,3.9217,5.9687,-0.8879,0.5582,1.6529
1280,6.3159,4.7405,6.3829,-0.8681,0.4652,1.2921
1300,6.1938,5.4875,6.5027,-0.6843,0.4189,0.8801
1320,6.9528,5.7269,6.4787,-0.5385,0.3411,0.6113
1340,7.4388,5.7485,6.28,-0.3936,0.1015,0.5971
1360,6.948,5.3391,6.1244,-0.2425,-0.142,0.6843
1380,6.0549,4.8147,6.0071,-0.1863,-0.0957,0.8545
1400,5.9089,4.3598,6.2034,-0.2739,0.1924,1.012
1420,6.5553,4.6807,6.1746,-0.2665,0.3493,1.0142
1440,7.2927,4.4772,6.0358,-0.2038,0.3653,0.9515
1460,7.6543,3.9241,5.9999,-0.226,0.3176,0.9438
1480,7.4675,3.6679,6.1603,-0.2681,0.3323,0.8346
1500,7.6064,3.8858,6.4356,-0.2081,0.2862,0.5257
1520,7.7716,3.8068,6.3614,-0.1482,0.1823,0.2926
1540,7.7812,3.9792,6.1866,-0.1186,0.052,0.2393
1560,7.3957,4.0414,6.1028,-0.1511,0.0101,0.3227
1580,6.9863,4.5083,5.9807,-0.1378,0.0959,0.3946
1600,7.501,4.4987,6.1555,-0.0285,0.1633,0.4466
1620,8.0493,3.3303,6.268,0.0317,0.1519,0.5065
1640,8.2169,1.9872,6.4404,-0.0045,0.1061,0.449
1660,7.9272,1.9872,6.2273,-0.2561,-0.0504,0.218
1680,6.6583,3.5003,5.3822,-0.3155,-0.1415,-0.0554
1700,6.426,3.7517,4.9919,-0.194,0.008,-0.1953
1720,7.3167,3.7637,5.6264,-0.2254,0.1399,-0.1228
1740,7.6471,4.3551,6.0501,-0.2294,0.105,0.0504
1760,7.1347,3.6583,5.9879,-0.1127,0.0695,0.0296
1780,7.1611,2.8778,6.4739,-0.0608,0.0626,-0.1498
1800,7.2353,2.8826,6.608,-0.1236,-0.0171,-0.3051
1820,6.8809,3.1891,6.5146,-0.1396,-0.0552,-0.2811
1840,6.6272,3.1364,6.3159,-0.1183,0.0005,-0.1543
1860,6.2896,3.0502,6.0382,-0.1601,0.0973,-0.0189
1880,6.1962,3.1723,5.9855,-0.1511,0.1783,0.0618
1900,6.1938,3.1436,6.0118,-0.1111,0.2726,0.1212
1920,6.62,3.1173,6.1818,-0.0845,0.3603,0.2089
1940,7.1204,2.9209,6.5098,-0.0858,0.3781,0.2801
1960,7.1156,2.7964,6.6343,-0.0861,0.3014,0.2686
1980,6.9145,2.8132,6.4787,-0.1215,0.2529,0.211
